dbname
sp|P23193|TCEA1_HUMAN
sp|P23381|SYWC_HUMAN
sp|P23497|SP100_HUMAN
sp|P24310|CX7A1_HUMAN
sp|P24821|TENA_HUMAN
sp|P25445|TNR6_HUMAN
sp|P26012|ITB8_HUMAN
sp|P26373|RL13_HUMAN
sp|P27658|CO8A1_HUMAN
sp|P28799|GRN_HUMAN
sp|P28838|AMPL_HUMAN
sp|P30559|OXYR_HUMAN
sp|P31323|KAP3_HUMAN
sp|P31483|TIA1_HUMAN
sp|P32929|CGL_HUMAN
sp|P35232|PHB1_HUMAN
sp|P35268|RL22_HUMAN
sp|P36021|MOT8_HUMAN
sp|P38117|ETFB_HUMAN
sp|P39023|RL3_HUMAN
sp|P39059|COFA1_HUMAN
sp|P40424|PBX1_HUMAN
sp|P42166|LAP2A_HUMAN
sp|P42677|RS27_HUMAN
sp|P46109|CRKL_HUMAN
sp|P46778|RL21_HUMAN
sp|P49184|DNSL1_HUMAN
sp|P49903|SPS1_HUMAN
sp|P50225|ST1A1_HUMAN
sp|P50402|EMD_HUMAN
sp|P50897|PPT1_HUMAN
sp|P51571|SSRD_HUMAN
sp|P51784|UBP11_HUMAN
sp|P53618|COPB_HUMAN
sp|P53999|TCP4_HUMAN
sp|P54652|HSP72_HUMAN
sp|P55072|TERA_HUMAN
sp|P55265|DSRAD_HUMAN
sp|P55854|SUMO3_HUMAN
sp|P56378|ATP68_HUMAN
sp|P56545|CTBP2_HUMAN
sp|P60842|IF4A1_HUMAN
sp|P60891|PRPS1_HUMAN
sp|P60981|DEST_HUMAN
sp|P61160|ARP2_HUMAN
sp|P61457|PHS_HUMAN
sp|P61513|RL37A_HUMAN
sp|P62277|RS13_HUMAN
sp|P62312|LSM6_HUMAN
sp|P62330|ARF6_HUMAN
sp|P62487|RPB7_HUMAN
sp|P62736|ACTA_HUMAN
sp|P62857|RS28_HUMAN
sp|P62899|RL31_HUMAN
sp|P63313|TYB10_HUMAN
sp|P67809|YBOX1_HUMAN
sp|P78318|IGBP1_HUMAN
sp|P84022|SMAD3_HUMAN
sp|P84098|RL19_HUMAN
sp|P98095|FBLN2_HUMAN
sp|Q00587|BORG5_HUMAN
sp|Q01650|LAT1_HUMAN
sp|Q01780|EXOSX_HUMAN
sp|Q03169|TNAP2_HUMAN
sp|Q03518|TAP1_HUMAN
sp|Q03519|TAP2_HUMAN
sp|Q05707|COEA1_HUMAN
sp|Q06330|SUH_HUMAN
sp|Q07021|C1QBP_HUMAN
sp|Q08380|LG3BP_HUMAN
sp|Q08AF3|SLFN5_HUMAN
sp|Q12797|ASPH_HUMAN
sp|Q12841|FSTL1_HUMAN
sp|Q13190|STX5_HUMAN
sp|Q13287|NMI_HUMAN
sp|Q13325|IFIT5_HUMAN
sp|Q13451|FKBP5_HUMAN
sp|Q13610|PWP1_HUMAN
sp|Q14116|IL18_HUMAN
sp|Q14152|EIF3A_HUMAN
sp|Q14165|MLEC_HUMAN
sp|Q14643|ITPR1_HUMAN
sp|Q15056|IF4H_HUMAN
sp|Q15417|CNN3_HUMAN
sp|Q15646|OASL_HUMAN
sp|Q15651|HMGN3_HUMAN
sp|Q16186|ADRM1_HUMAN
sp|Q16363|LAMA4_HUMAN
sp|Q16850|CP51A_HUMAN
sp|Q2TAA5|ALG11_HUMAN
sp|Q2TAL8|QRIC1_HUMAN
sp|Q3LXA3|TKFC_HUMAN
sp|Q5JNZ5|RS26L_HUMAN
sp|Q5JRA6|TGO1_HUMAN
sp|Q5K651|SAMD9_HUMAN
sp|Q5SSJ5|HP1B3_HUMAN
sp|Q5SW96|ARH_HUMAN
sp|Q5T9L3|WLS_HUMAN
sp|Q5TC12|ATPF1_HUMAN
sp|Q68CQ7|GL8D1_HUMAN
sp|Q6DN03|H2B2C_HUMAN
sp|Q7L5D6|GET4_HUMAN
sp|Q7Z2K6|ERMP1_HUMAN
sp|Q7Z2W4|ZCCHV_HUMAN
sp|Q7Z3K3|POGZ_HUMAN
sp|Q7Z434|MAVS_HUMAN
sp|Q86SK9|SCD5_HUMAN
sp|Q86U86|PB1_HUMAN
sp|Q86YS6|RAB43_HUMAN
sp|Q8IVL6|P3H3_HUMAN
sp|Q8IXI2|MIRO1_HUMAN
sp|Q8IYD1|ERF3B_HUMAN
sp|Q8IYM9|TRI22_HUMAN
sp|Q8N0U8|VKORL_HUMAN
sp|Q8N1G2|CMTR1_HUMAN
sp|Q8N442|GUF1_HUMAN
sp|Q8NBQ5|DHB11_HUMAN
sp|Q8NEZ2|VP37A_HUMAN
sp|Q8NFI4|F10A5_HUMAN
sp|Q8NFQ8|TOIP2_HUMAN
sp|Q8NI22|MCFD2_HUMAN
sp|Q8TB61|S35B2_HUMAN
sp|Q8TCS8|PNPT1_HUMAN
sp|Q8TDB6|DTX3L_HUMAN
sp|Q8WVM0|TFB1M_HUMAN
sp|Q8WVM7|STAG1_HUMAN
sp|Q8WWI5|CTL1_HUMAN
sp|Q8WXC6|CSN9_HUMAN
sp|Q92692|NECT2_HUMAN
sp|Q92791|SC65_HUMAN
sp|Q969H8|MYDGF_HUMAN
sp|Q96C19|EFHD2_HUMAN
sp|Q96CN7|ISOC1_HUMAN
sp|Q96CW1|AP2M1_HUMAN
sp|Q96D71|REPS1_HUMAN
sp|Q96EH3|MASU1_HUMAN
sp|Q96ES7|SGF29_HUMAN
sp|Q96IX5|ATPMK_HUMAN
sp|Q96L91|EP400_HUMAN
sp|Q96M96|FGD4_HUMAN
sp|Q96NE9|FRMD6_HUMAN
sp|Q96RD7|PANX1_HUMAN
sp|Q96SB4|SRPK1_HUMAN
sp|Q99439|CNN2_HUMAN
sp|Q99519|NEUR1_HUMAN
sp|Q99538|LGMN_HUMAN
sp|Q99755|PI51A_HUMAN
sp|Q9BQ61|TRIR_HUMAN
sp|Q9BQE5|APOL2_HUMAN
sp|Q9BRG1|VPS25_HUMAN
sp|Q9BRX8|PXL2A_HUMAN
sp|Q9BS26|ERP44_HUMAN
sp|Q9BUE6|ISCA1_HUMAN
sp|Q9BWJ5|SF3B5_HUMAN
sp|Q9BXJ9|NAA15_HUMAN
sp|Q9BYG3|MK67I_HUMAN
sp|Q9BZK7|TBL1R_HUMAN
sp|Q9C0D5|TANC1_HUMAN
sp|Q9GZL7|WDR12_HUMAN
sp|Q9H074|PAIP1_HUMAN
sp|Q9H3G5|CPVL_HUMAN
sp|Q9H4A6|GOLP3_HUMAN
sp|Q9H4L5|OSBL3_HUMAN
sp|Q9H845|ACAD9_HUMAN
sp|Q9H9E3|COG4_HUMAN
sp|Q9H9J2|RM44_HUMAN
sp|Q9HAU0|PKHA5_HUMAN
sp|Q9HBL0|TENS1_HUMAN
sp|Q9HCN8|SDF2L_HUMAN
sp|Q9NUQ7|UFSP2_HUMAN
sp|Q9NW15|ANO10_HUMAN
sp|Q9NWX5|ASB6_HUMAN
sp|Q9NYL9|TMOD3_HUMAN
sp|Q9NZ08|ERAP1_HUMAN
sp|Q9NZT2|OGFR_HUMAN
sp|Q9NZU5|LMCD1_HUMAN
sp|Q9P0S9|TM14C_HUMAN
sp|Q9P273|TEN3_HUMAN
sp|Q9P287|BCCIP_HUMAN
sp|Q9P2R3|ANFY1_HUMAN
sp|Q9UBQ0|VPS29_HUMAN
sp|Q9UFG5|CS025_HUMAN
sp|Q9UGI8|TES_HUMAN
sp|Q9UGJ0|AAKG2_HUMAN
sp|Q9UHW9|S12A6_HUMAN
sp|Q9UKM7|MA1B1_HUMAN
sp|Q9UKX7|NUP50_HUMAN
sp|Q9UL45|BL1S6_HUMAN
sp|Q9ULC4|MCTS1_HUMAN
sp|Q9UMX5|NENF_HUMAN
sp|Q9UN79|SOX13_HUMAN
sp|Q9Y285|SYFA_HUMAN
sp|Q9Y2H6|FND3A_HUMAN
sp|Q9Y2R5|RT17_HUMAN
sp|Q9Y303|NAGA_HUMAN
sp|Q9Y3E1|HDGR3_HUMAN
sp|Q9Y3Z3|SAMH1_HUMAN
sp|Q9Y4W6|AFG32_HUMAN
sp|Q9Y508|RN114_HUMAN
sp|Q9Y6B6|SAR1B_HUMAN
sp|Q9Y6C2|EMIL1_HUMAN
sp|Q9Y6M5|ZNT1_HUMAN
